,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,# unique markers (of 43),# multi-copy,Taxonomy,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,# genomic features,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,ID,status,superkingdom,phylum,class,order,family,genus
23B_Month3_2_S34,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066415,5066415,5063242,5057728,5057728,5057728,3,5057728,5066415,5064668,50.57,50.57,5057728,5057728,5057728,5057728,1,1,1,1,4,1,5057728,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.50,0.38,4730 + 2 part,4397753,5065344,4397753,4397753,4397753,4397753,1,1,1,1,AZ20_assemblies/23B_Month3_2_S34.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month3_3_S35,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066417,5066417,5063244,5057730,5057730,5057730,3,5057730,5066417,5064668,50.57,50.57,5057730,5057730,5057730,5057730,1,1,1,1,4,1,5057730,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.94,0.41,4730 + 2 part,4397753,5065346,4397753,4397753,4397753,4397753,1,1,1,1,AZ20_assemblies/23B_Month3_3_S35.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month3_4_S36,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066421,5066421,5063248,5057734,5057734,5057734,3,5057734,5066421,5064668,50.57,50.57,5057734,5057734,5057734,5057734,1,1,1,1,4,1,5057734,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.26,0.30,4730 + 2 part,4397759,5065350,4397759,4397759,4397759,4397759,1,1,1,1,AZ20_assemblies/23B_Month3_4_S36.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month3_5_S37,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066415,5066415,5063242,5057728,5057728,5057728,3,5057728,5066415,5064668,50.57,50.57,5057728,5057728,5057728,5057728,1,1,1,1,4,1,5057728,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.06,0.30,4730 + 2 part,4397753,5065344,4397753,4397753,4397753,4397753,1,1,1,1,AZ20_assemblies/23B_Month3_5_S37.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month3_6_S38,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066411,5066411,5063238,5057724,5057724,5057724,3,5057724,5066411,5064668,50.57,50.57,5057724,5057724,5057724,5057724,1,1,1,1,4,1,5057724,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.14,0.30,4730 + 2 part,4397747,5065340,4397747,4397747,4397747,4397747,1,1,1,1,AZ20_assemblies/23B_Month3_6_S38.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month3_7_S39,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,12,12,9,6,3,2,5156078,5156078,5148665,5130440,5082999,5054858,12,5001222,5156078,5064668,50.56,50.57,5001222,5001222,5001222,5001222,1,1,1,1,3,3,60713,3,0,0,0,0 + 1 part,1651,99.909,1.019,0.00,16.64,2.29,4723 + 5 part,4999571,5154320,4999571,4999571,4999571,4999571,1,1,1,1,AZ20_assemblies/23B_Month3_7_S39.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month3_8_S4,Bacteria,5449,104,58,0,98,6,0,0,0,100.0,2.51,100.0,38,5,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,47,44,26,20,8,4,5544339,5542281,5496027,5450828,5281008,5152448,46,3953995,5544237,5064668,50.53,50.57,3953995,3953995,1081153,3953995,1,1,2,1,15,15,4229686,10,0,0,0,0 + 0 part,0,99.606,1.099,0.00,19.43,4.24,4708 + 5 part,3952462,5542448,3952462,3952462,1080964,3952462,1,1,2,1,AZ20_assemblies/23B_Month3_8_S4.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month3_9_S4,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065158,5065158,5061985,5056471,5056471,5056471,3,5056471,5065158,5064668,50.57,50.57,5056471,5056471,5056471,5056471,1,1,1,1,2,1,5056471,1,0,0,0,0 + 0 part,0,99.92,1.001,0.00,4.17,0.34,4729 + 3 part,4694376,5063922,4694376,4694376,4694376,4694376,1,1,1,1,AZ20_assemblies/23B_Month3_9_S4.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_10_S49,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5067668,5067668,5064495,5058981,5058981,5058981,3,5058981,5067668,5064668,50.57,50.57,5058981,5058981,5058981,5058981,1,1,1,1,6,1,5058981,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.44,0.26,4730 + 2 part,4397753,5066596,4397753,4397753,4397753,4397753,1,1,1,1,AZ20_assemblies/23B_Month6_10_S49.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_11_S492,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,4,2,1,1,1,5068468,5068468,5063161,5057647,5057647,5057647,4,5057647,5068468,5064668,50.57,50.57,5057647,5057647,5057647,5057647,1,1,1,1,4,1,5057647,0,0,0,0,1 + 0 part,2134,99.924,1.001,0.00,3.02,0.30,4731 + 1 part,4397671,5065263,4397671,4397671,4397671,4397671,1,1,1,1,AZ20_assemblies/23B_Month6_11_S492.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_12_S49,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5067591,5067591,5064418,5058904,5058904,5058904,3,5058904,5067591,5064668,50.57,50.57,5058904,5058904,5058904,5058904,1,1,1,1,6,1,5058904,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.89,0.30,4731 + 1 part,4374546,5066520,4374546,4374546,4374546,4374546,1,1,1,1,AZ20_assemblies/23B_Month6_12_S49.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_13_S494,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066332,5066332,5063159,5057645,5057645,5057645,3,5057645,5066332,5064668,50.57,50.57,5057645,5057645,5057645,5057645,1,1,1,1,4,1,5057645,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.30,0.34,4730 + 2 part,4397669,5065261,4397669,4397669,4397669,4397669,1,1,1,1,AZ20_assemblies/23B_Month6_13_S494.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_14_S495,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066432,5066432,5063259,5057745,5057745,5057745,3,5057745,5066432,5064668,50.57,50.57,5057745,5057745,5057745,5057745,1,1,1,1,4,1,5057745,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,2.59,0.20,4727 + 5 part,4397590,5065184,4397590,4397590,4397590,4397590,1,1,1,1,AZ20_assemblies/23B_Month6_14_S495.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_15_S496,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066415,5066415,5063242,5057728,5057728,5057728,3,5057728,5066415,5064668,50.57,50.57,5057728,5057728,5057728,5057728,1,1,1,1,4,1,5057728,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.53,0.30,4730 + 2 part,4397753,5065344,4397753,4397753,4397753,4397753,1,1,1,1,AZ20_assemblies/23B_Month6_15_S496.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_16_S497,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,164,73,48,39,27,20,4989187,4956250,4897176,4832049,4631957,4400263,97,611060,4972447,5064668,50.54,50.57,234459,234459,129919,129919,7,7,13,13,0,0,0,0,0,0,0,0 + 0 part,0,98.143,1.000,0.00,0.60,0.04,4586 + 65 part,611060,4970612,234459,234459,129919,129919,7,7,13,13,AZ20_assemblies/23B_Month6_16_S497.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_17_S498,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066417,5066417,5063244,5057730,5057730,5057730,3,5057730,5066417,5064668,50.57,50.57,5057730,5057730,5057730,5057730,1,1,1,1,4,1,5057730,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,4.03,0.26,4730 + 2 part,4397753,5065346,4397753,4397753,4397753,4397753,1,1,1,1,AZ20_assemblies/23B_Month6_17_S498.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_18_S499,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066410,5066410,5063237,5057723,5057723,5057723,3,5057723,5066410,5064668,50.57,50.57,5057723,5057723,5057723,5057723,1,1,1,1,4,1,5057723,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.79,0.40,4730 + 2 part,4397747,5065339,4397747,4397747,4397747,4397747,1,1,1,1,AZ20_assemblies/23B_Month6_18_S499.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_19_S5,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066340,5066340,5063167,5057653,5057653,5057653,3,5057653,5066340,5064668,50.57,50.57,5057653,5057653,5057653,5057653,1,1,1,1,4,1,5057653,2,0,0,0,0 + 0 part,0,99.915,1.001,0.00,3.30,0.14,4728 + 4 part,4397206,5064797,4397206,4397206,4397206,4397206,1,1,1,1,AZ20_assemblies/23B_Month6_19_S5.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_1_S482,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,3,2,1,1,1,5042033,5041309,5038136,5032622,5032622,5032622,4,5032622,5042033,5064668,50.58,50.57,5032622,5032622,5032622,5032622,1,1,1,1,4,1,5032622,0,0,0,0,0 + 0 part,0,99.453,1.001,0.00,3.24,0.32,4706 + 3 part,4663756,5042033,4663756,4663756,4663756,4663756,1,1,1,1,AZ20_assemblies/23B_Month6_1_S482.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_20_S5,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066330,5066330,5063157,5057643,5057643,5057643,3,5057643,5066330,5064668,50.57,50.57,5057643,5057643,5057643,5057643,1,1,1,1,4,1,5057643,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.50,0.34,4730 + 2 part,4397669,5065259,4397669,4397669,4397669,4397669,1,1,1,1,AZ20_assemblies/23B_Month6_20_S5.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_21_S502,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066413,5066413,5063240,5057726,5057726,5057726,3,5057726,5066413,5064668,50.57,50.57,5057726,5057726,5057726,5057726,1,1,1,1,4,1,5057726,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.88,0.22,4730 + 2 part,4397749,5065342,4397749,4397749,4397749,4397749,1,1,1,1,AZ20_assemblies/23B_Month6_21_S502.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_22_S5,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,2,1,1,1,5074103,5073186,5063862,5058348,5058348,5058348,5,5058348,5073186,5064668,50.56,50.57,5058348,5058348,5058348,5058348,1,1,1,1,4,1,5058348,0,0,0,0,0 + 0 part,0,99.924,1.002,0.00,3.70,0.38,4731 + 1 part,3871428,5072115,3871428,3871428,3871428,3871428,1,1,1,1,AZ20_assemblies/23B_Month6_22_S5.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_23_S504,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066416,5066416,5063243,5057729,5057729,5057729,3,5057729,5066416,5064668,50.57,50.57,5057729,5057729,5057729,5057729,1,1,1,1,4,1,5057729,1,0,0,0,0 + 0 part,0,99.918,1.001,0.00,3.24,0.16,4729 + 3 part,4397460,5065050,4397460,4397460,4397460,4397460,1,1,1,1,AZ20_assemblies/23B_Month6_23_S504.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_24_S505,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,6,5,3,2,2,1,5068252,5067788,5063060,5057546,5057546,5030854,5,5030854,5067788,5064668,50.57,50.57,5030854,5030854,5030854,5030854,1,1,1,1,2,1,5030854,1,0,0,0,0 + 0 part,0,99.415,1.007,0.00,4.13,0.14,4704 + 2 part,4663589,5067611,4663589,4663589,4663589,4663589,1,1,1,1,AZ20_assemblies/23B_Month6_24_S505.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_2_S48,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,3,2,1,1,1,5042030,5041306,5038133,5032619,5032619,5032619,4,5032619,5042030,5064668,50.58,50.57,5032619,5032619,5032619,5032619,1,1,1,1,4,1,5032619,1,0,0,0,0 + 0 part,0,99.447,1.001,0.00,3.08,0.38,4707 + 2 part,4663456,5041735,4663456,4663456,4663456,4663456,1,1,1,1,AZ20_assemblies/23B_Month6_2_S48.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_3_S484,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066417,5066417,5063244,5057730,5057730,5057730,3,5057730,5066417,5064668,50.57,50.57,5057730,5057730,5057730,5057730,1,1,1,1,4,1,5057730,1,0,0,0,0 + 0 part,0,99.918,1.001,0.00,3.52,0.26,4731 + 1 part,4397458,5065051,4397458,4397458,4397458,4397458,1,1,1,1,AZ20_assemblies/23B_Month6_3_S484.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_4_S485,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066416,5066416,5063243,5057729,5057729,5057729,3,5057729,5066416,5064668,50.57,50.57,5057729,5057729,5057729,5057729,1,1,1,1,4,1,5057729,1,0,0,0,0 + 0 part,0,99.917,1.001,0.00,3.48,0.28,4730 + 2 part,4397458,5065014,4397458,4397458,4397458,4397458,1,1,1,1,AZ20_assemblies/23B_Month6_4_S485.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_5_S486,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066413,5066413,5063240,5057726,5057726,5057726,3,5057726,5066413,5064668,50.57,50.57,5057726,5057726,5057726,5057726,1,1,1,1,4,1,5057726,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.63,0.26,4730 + 2 part,4397749,5065342,4397749,4397749,4397749,4397749,1,1,1,1,AZ20_assemblies/23B_Month6_5_S486.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_6_S487,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066332,5066332,5063159,5057645,5057645,5057645,3,5057645,5066332,5064668,50.57,50.57,5057645,5057645,5057645,5057645,1,1,1,1,4,1,5057645,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.16,0.45,4730 + 2 part,4397669,5065261,4397669,4397669,4397669,4397669,1,1,1,1,AZ20_assemblies/23B_Month6_6_S487.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_7_S488,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066411,5066411,5063238,5057724,5057724,5057724,3,5057724,5066411,5064668,50.57,50.57,5057724,5057724,5057724,5057724,1,1,1,1,4,1,5057724,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.25,0.30,4730 + 2 part,4397747,5065340,4397747,4397747,4397747,4397747,1,1,1,1,AZ20_assemblies/23B_Month6_7_S488.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_8_S489,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,159,68,43,34,25,18,4967409,4934249,4875172,4810045,4674076,4438493,93,611060,4950968,5064668,50.54,50.57,285293,285293,156552,129919,6,6,11,12,0,0,0,1,0,0,0,0 + 0 part,0,97.714,1.000,0.00,0.95,0.00,4570 + 60 part,611060,4949134,285293,285293,156552,129919,6,6,11,12,AZ20_assemblies/23B_Month6_8_S489.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23B_Month6_9_S49,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066324,5066324,5063151,5057637,5057637,5057637,3,5057637,5066324,5064668,50.57,50.57,5057637,5057637,5057637,5057637,1,1,1,1,4,1,5057637,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.34,0.38,4730 + 2 part,4397663,5065253,4397663,4397663,4397663,4397663,1,1,1,1,AZ20_assemblies/23B_Month6_9_S49.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23LL_Day3_11_S81,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,1.72,100.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,19,19,15,12,8,6,5363799,5363799,5353577,5335585,5271299,5204738,19,3179815,5363799,5064668,50.54,50.57,3179815,3179815,1729586,1729586,1,1,2,2,5,4,1898935,12,0,0,0,0 + 1 part,1268,99.83,1.061,0.00,7.06,0.97,4718 + 8 part,3176740,5360205,3176740,3176740,1658591,1658591,1,1,2,2,AZ20_assemblies/23LL_Day3_11_S81.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23LL_Day3_12_S89,Bacteria,5449,104,58,0,7,88,9,0,0,100.0,107.84,7.83,4,39,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shigella,1592,1576,392,123,16,4,11786997,11779612,8885240,7026978,5492139,5056429,1583,4628035,11784737,5064668,58.91,50.57,17331,4628035,5104,4628035,36,1,383,1,9,6,4771952,21,0,0,1,1530 + 21 part,6204433,99.658,1.106,0.00,20.23,2.00,4692 + 12 part,2181346,5572326,-,1597659,-,841158,-,2,-,3,AZ20_assemblies/23LL_Day3_12_S89.fasta,disagree,Bacteria,Proteobacteria,,,,
23LL_Day3_13_S2,Bacteria,5449,104,58,0,78,26,0,0,0,100.0,27.43,100.0,31,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,54,54,41,29,16,7,6086215,6086215,6045742,5964772,5757822,5438308,54,5051649,6086215,5064668,50.51,50.57,5051649,5051649,5051649,5051649,1,1,1,1,8,8,351663,12,0,0,0,0 + 1 part,1639,99.882,1.203,0.00,8.22,1.86,4725 + 3 part,5049207,6082514,5049207,5049207,5049207,5049207,1,1,1,1,AZ20_assemblies/23LL_Day3_13_S2.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23LL_Day3_14_S1,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065062,5065062,5061889,5056375,5056375,5056375,3,5056375,5065062,5064668,50.57,50.57,5056375,5056375,5056375,5056375,1,1,1,1,2,1,5056375,0,0,0,0,0 + 0 part,0,99.923,1.001,0.00,10.10,0.63,4731 + 1 part,3637839,5063951,3637839,3637839,1414150,1414150,1,1,2,2,AZ20_assemblies/23LL_Day3_14_S1.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
23LL_Day3_15_S18,Bacteria,5449,104,58,0,0,104,0,0,0,100.0,100.0,0.0,0,43,,325,317,251,176,92,36,11968802,11965364,11773229,11206429,9868472,7914269,320,3514664,11967434,5064668,59.53,50.57,104714,3514664,35353,1539737,8,1,62,2,2,1,3514664,10,0,0,1,313 + 3 part,6786174,99.866,1.024,0.00,7.06,0.57,4724 + 6 part,3339857,5180090,-,3339857,-,1539201,-,1,-,2,AZ20_assemblies/23LL_Day3_15_S18.fasta,disagree,Bacteria,Proteobacteria,,,,
23LL_Day3_16_S26,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5063137,5063137,5059964,5054450,5054450,5054450,3,5054450,5063137,5064668,50.57,50.57,5054450,5054450,5054450,5054450,1,1,1,1,3,1,5054450,1,0,0,0,0 + 0 part,0,99.884,1.001,0.00,8.64,0.47,4729 + 2 part,2656473,5062066,2656473,2656473,2036046,2036046,1,1,2,2,AZ20_assemblies/23LL_Day3_16_S26.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
