sample,phage_id,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral genes with unknown function,Viral genes with host benefits,Viral structure genes,Viral hypothetical genes,Viral genes with viral benefits,Viral replication genes,identification,simple_id
41B_Month1_2_S1819,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,2.0,10.0,2.0,5.0,./DRAMv/41B_Month1_2_S1819/dramv-distill/vMAG_stats.tsv,41B_Month1_2
41B_Month1_2_S1819,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,3.0,12.0,1.0,1.0,./DRAMv/41B_Month1_2_S1819/dramv-distill/vMAG_stats.tsv,41B_Month1_2
41B_Month1_2_S1819,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month1_2_S1819/dramv-distill/vMAG_stats.tsv,41B_Month1_2
41B_Month1_5_S184,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,12.0,0.0,10.0,10.0,9.0,./DRAMv/41B_Month1_5_S184/dramv-distill/vMAG_stats.tsv,41B_Month1_5
41B_Month1_5_S184,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,7.0,2.0,12.0,8.0,5.0,./DRAMv/41B_Month1_5_S184/dramv-distill/vMAG_stats.tsv,41B_Month1_5
41B_Month1_5_S184,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/41B_Month1_5_S184/dramv-distill/vMAG_stats.tsv,41B_Month1_5
41B_Month1_6_S1851,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,19.0,12.0,0.0,11.0,10.0,9.0,./DRAMv/41B_Month1_6_S1851/dramv-distill/vMAG_stats.tsv,41B_Month1_6
41B_Month1_6_S1851,1__1_partial_1-cat_1,1,False,False,48,8,0,False,0.0625,11.0,7.0,2.0,13.0,9.0,6.0,./DRAMv/41B_Month1_6_S1851/dramv-distill/vMAG_stats.tsv,41B_Month1_6
41B_Month1_7_S1859,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,10.0,9.0,./DRAMv/41B_Month1_7_S1859/dramv-distill/vMAG_stats.tsv,41B_Month1_7
41B_Month1_7_S1859,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,8.0,5.0,./DRAMv/41B_Month1_7_S1859/dramv-distill/vMAG_stats.tsv,41B_Month1_7
41B_Month1_7_S1859,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41B_Month1_7_S1859/dramv-distill/vMAG_stats.tsv,41B_Month1_7
41B_Month1_8_S1867,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/41B_Month1_8_S1867/dramv-distill/vMAG_stats.tsv,41B_Month1_8
41B_Month1_8_S1867,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,8.0,4.0,./DRAMv/41B_Month1_8_S1867/dramv-distill/vMAG_stats.tsv,41B_Month1_8
41B_Month1_8_S1867,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41B_Month1_8_S1867/dramv-distill/vMAG_stats.tsv,41B_Month1_8
41B_Month1_9_S1875,1__0_partial_1-cat_1,1,False,False,60,11,0,False,0.08333333333333333,19.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/41B_Month1_9_S1875/dramv-distill/vMAG_stats.tsv,41B_Month1_9
41B_Month1_9_S1875,1__1_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,17.0,2.0,13.0,2.0,1.0,./DRAMv/41B_Month1_9_S1875/dramv-distill/vMAG_stats.tsv,41B_Month1_9
41B_Month1_9_S1875,1__2_partial-cat_1,1,False,False,26,5,0,False,0.038461538461538464,1.0,3.0,0.0,22.0,0.0,0.0,./DRAMv/41B_Month1_9_S1875/dramv-distill/vMAG_stats.tsv,41B_Month1_9
41B_Month3_10_S159,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41B_Month3_10_S159/dramv-distill/vMAG_stats.tsv,41B_Month3_10
41B_Month3_10_S159,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,12.0,10.0,2.0,9.0,./DRAMv/41B_Month3_10_S159/dramv-distill/vMAG_stats.tsv,41B_Month3_10
41B_Month3_10_S159,6__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,5.0,10.0,12.0,1.0,6.0,./DRAMv/41B_Month3_10_S159/dramv-distill/vMAG_stats.tsv,41B_Month3_10
41B_Month3_11_S1601,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,9.0,10.0,10.0,5.0,./DRAMv/41B_Month3_11_S1601/dramv-distill/vMAG_stats.tsv,41B_Month3_11
41B_Month3_11_S1601,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,12.0,8.0,1.0,./DRAMv/41B_Month3_11_S1601/dramv-distill/vMAG_stats.tsv,41B_Month3_11
41B_Month3_11_S1601,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/41B_Month3_11_S1601/dramv-distill/vMAG_stats.tsv,41B_Month3_11
41B_Month3_12_S1609,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/41B_Month3_12_S1609/dramv-distill/vMAG_stats.tsv,41B_Month3_12
41B_Month3_12_S1609,1__1_partial_1-cat_1,1,False,False,16,3,0,False,0.0,2.0,0.0,1.0,12.0,0.0,1.0,./DRAMv/41B_Month3_12_S1609/dramv-distill/vMAG_stats.tsv,41B_Month3_12
41B_Month3_12_S1609,2__0_partial_1-cat_1,1,False,False,47,8,0,False,0.06382978723404255,10.0,3.0,8.0,14.0,8.0,4.0,./DRAMv/41B_Month3_12_S1609/dramv-distill/vMAG_stats.tsv,41B_Month3_12
41B_Month3_13_S1522,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,17.0,7.0,10.0,2.0,5.0,./DRAMv/41B_Month3_13_S1522/dramv-distill/vMAG_stats.tsv,41B_Month3_13
41B_Month3_13_S1522,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,14.0,6.0,12.0,1.0,1.0,./DRAMv/41B_Month3_13_S1522/dramv-distill/vMAG_stats.tsv,41B_Month3_13
41B_Month3_13_S1522,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month3_13_S1522/dramv-distill/vMAG_stats.tsv,41B_Month3_13
41B_Month3_15_S1538,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/41B_Month3_15_S1538/dramv-distill/vMAG_stats.tsv,41B_Month3_15
41B_Month3_15_S1538,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,2.0,1.0,./DRAMv/41B_Month3_15_S1538/dramv-distill/vMAG_stats.tsv,41B_Month3_15
41B_Month3_15_S1538,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month3_15_S1538/dramv-distill/vMAG_stats.tsv,41B_Month3_15
41B_Month3_14_S15,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/41B_Month3_14_S15/dramv-distill/vMAG_stats.tsv,41B_Month3_14
41B_Month3_14_S15,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,12.0,4.0,4.0,./DRAMv/41B_Month3_14_S15/dramv-distill/vMAG_stats.tsv,41B_Month3_14
41B_Month3_14_S15,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41B_Month3_14_S15/dramv-distill/vMAG_stats.tsv,41B_Month3_14
41B_Month3_16_S1546,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/41B_Month3_16_S1546/dramv-distill/vMAG_stats.tsv,41B_Month3_16
41B_Month3_16_S1546,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,2.0,1.0,./DRAMv/41B_Month3_16_S1546/dramv-distill/vMAG_stats.tsv,41B_Month3_16
41B_Month3_16_S1546,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month3_16_S1546/dramv-distill/vMAG_stats.tsv,41B_Month3_16
41B_Month3_17_S1554,4__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,12.0,0.0,10.0,10.0,9.0,./DRAMv/41B_Month3_17_S1554/dramv-distill/vMAG_stats.tsv,41B_Month3_17
41B_Month3_17_S1554,5__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/41B_Month3_17_S1554/dramv-distill/vMAG_stats.tsv,41B_Month3_17
41B_Month3_17_S1554,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,7.0,2.0,12.0,8.0,5.0,./DRAMv/41B_Month3_17_S1554/dramv-distill/vMAG_stats.tsv,41B_Month3_17
41B_Month3_18_S1562,4__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/41B_Month3_18_S1562/dramv-distill/vMAG_stats.tsv,41B_Month3_18
41B_Month3_18_S1562,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,11.0,9.0,4.0,./DRAMv/41B_Month3_18_S1562/dramv-distill/vMAG_stats.tsv,41B_Month3_18
41B_Month3_19_S157,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,16.0,0.0,10.0,10.0,5.0,./DRAMv/41B_Month3_19_S157/dramv-distill/vMAG_stats.tsv,41B_Month3_19
41B_Month3_19_S157,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,12.0,8.0,1.0,./DRAMv/41B_Month3_19_S157/dramv-distill/vMAG_stats.tsv,41B_Month3_19
41B_Month3_19_S157,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month3_19_S157/dramv-distill/vMAG_stats.tsv,41B_Month3_19
41B_Month3_1_S1521,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/41B_Month3_1_S1521/dramv-distill/vMAG_stats.tsv,41B_Month3_1
41B_Month3_1_S1521,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,10.0,14.0,10.0,2.0,5.0,./DRAMv/41B_Month3_1_S1521/dramv-distill/vMAG_stats.tsv,41B_Month3_1
41B_Month3_1_S1521,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,8.0,11.0,12.0,1.0,2.0,./DRAMv/41B_Month3_1_S1521/dramv-distill/vMAG_stats.tsv,41B_Month3_1
41B_Month3_20_S1578,1__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,18.0,2.0,12.0,1.0,2.0,./DRAMv/41B_Month3_20_S1578/dramv-distill/vMAG_stats.tsv,41B_Month3_20
41B_Month3_20_S1578,2__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/41B_Month3_20_S1578/dramv-distill/vMAG_stats.tsv,41B_Month3_20
41B_Month3_21_S1586,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/41B_Month3_21_S1586/dramv-distill/vMAG_stats.tsv,41B_Month3_21
41B_Month3_21_S1586,1__1_partial_1-cat_1,1,False,False,46,7,0,False,0.06521739130434782,11.0,3.0,7.0,13.0,3.0,9.0,./DRAMv/41B_Month3_21_S1586/dramv-distill/vMAG_stats.tsv,41B_Month3_21
41B_Month3_21_S1586,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41B_Month3_21_S1586/dramv-distill/vMAG_stats.tsv,41B_Month3_21
41B_Month3_22_S1594,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,19.0,5.0,10.0,2.0,5.0,./DRAMv/41B_Month3_22_S1594/dramv-distill/vMAG_stats.tsv,41B_Month3_22
41B_Month3_22_S1594,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,16.0,5.0,11.0,1.0,1.0,./DRAMv/41B_Month3_22_S1594/dramv-distill/vMAG_stats.tsv,41B_Month3_22
41B_Month3_23_S1602,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/41B_Month3_23_S1602/dramv-distill/vMAG_stats.tsv,41B_Month3_23
41B_Month3_23_S1602,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,2.0,1.0,./DRAMv/41B_Month3_23_S1602/dramv-distill/vMAG_stats.tsv,41B_Month3_23
41B_Month3_23_S1602,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month3_23_S1602/dramv-distill/vMAG_stats.tsv,41B_Month3_23
41B_Month3_24_S161,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/41B_Month3_24_S161/dramv-distill/vMAG_stats.tsv,41B_Month3_24
41B_Month3_24_S161,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,18.0,2.0,11.0,1.0,2.0,./DRAMv/41B_Month3_24_S161/dramv-distill/vMAG_stats.tsv,41B_Month3_24
41B_Month3_3_S1537,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,16.0,0.0,10.0,10.0,5.0,./DRAMv/41B_Month3_3_S1537/dramv-distill/vMAG_stats.tsv,41B_Month3_3
41B_Month3_3_S1537,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,12.0,8.0,1.0,./DRAMv/41B_Month3_3_S1537/dramv-distill/vMAG_stats.tsv,41B_Month3_3
41B_Month3_3_S1537,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month3_3_S1537/dramv-distill/vMAG_stats.tsv,41B_Month3_3
41B_Month3_4_S1545,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/41B_Month3_4_S1545/dramv-distill/vMAG_stats.tsv,41B_Month3_4
41B_Month3_4_S1545,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,1.0,2.0,./DRAMv/41B_Month3_4_S1545/dramv-distill/vMAG_stats.tsv,41B_Month3_4
41B_Month3_4_S1545,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month3_4_S1545/dramv-distill/vMAG_stats.tsv,41B_Month3_4
41B_Month3_5_S155,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/41B_Month3_5_S155/dramv-distill/vMAG_stats.tsv,41B_Month3_5
41B_Month3_5_S155,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,5.0,7.0,12.0,1.0,9.0,./DRAMv/41B_Month3_5_S155/dramv-distill/vMAG_stats.tsv,41B_Month3_5
41B_Month3_5_S155,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41B_Month3_5_S155/dramv-distill/vMAG_stats.tsv,41B_Month3_5
41B_Month3_6_S1561,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/41B_Month3_6_S1561/dramv-distill/vMAG_stats.tsv,41B_Month3_6
41B_Month3_6_S1561,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,2.0,1.0,./DRAMv/41B_Month3_6_S1561/dramv-distill/vMAG_stats.tsv,41B_Month3_6
41B_Month3_6_S1561,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month3_6_S1561/dramv-distill/vMAG_stats.tsv,41B_Month3_6
41B_Month3_7_S1569,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,2.0,10.0,2.0,5.0,./DRAMv/41B_Month3_7_S1569/dramv-distill/vMAG_stats.tsv,41B_Month3_7
41B_Month3_7_S1569,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,3.0,12.0,1.0,1.0,./DRAMv/41B_Month3_7_S1569/dramv-distill/vMAG_stats.tsv,41B_Month3_7
41B_Month3_7_S1569,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41B_Month3_7_S1569/dramv-distill/vMAG_stats.tsv,41B_Month3_7
41B_Month3_8_S1577,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,14.0,10.0,5.0,5.0,./DRAMv/41B_Month3_8_S1577/dramv-distill/vMAG_stats.tsv,41B_Month3_8
41B_Month3_8_S1577,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,11.0,12.0,4.0,1.0,./DRAMv/41B_Month3_8_S1577/dramv-distill/vMAG_stats.tsv,41B_Month3_8
41B_Month3_8_S1577,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/41B_Month3_8_S1577/dramv-distill/vMAG_stats.tsv,41B_Month3_8
41B_Month3_9_S1585,1__0_partial_1-cat_1,1,False,False,60,11,0,False,0.08333333333333333,19.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/41B_Month3_9_S1585/dramv-distill/vMAG_stats.tsv,41B_Month3_9
41B_Month3_9_S1585,2__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,3.0,7.0,12.0,9.0,4.0,./DRAMv/41B_Month3_9_S1585/dramv-distill/vMAG_stats.tsv,41B_Month3_9
41L_Day3_10_S457_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/41L_Day3_10_S457_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_10
41L_Day3_10_S457_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,11.0,4.0,5.0,./DRAMv/41L_Day3_10_S457_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_10
41L_Day3_11_S465_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/41L_Day3_11_S465_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_11
41L_Day3_11_S465_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,18.0,2.0,11.0,1.0,2.0,./DRAMv/41L_Day3_11_S465_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_11
41L_Day3_12_S473_L002,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/41L_Day3_12_S473_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_12
41L_Day3_12_S473_L002,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,8.0,4.0,./DRAMv/41L_Day3_12_S473_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_12
41L_Day3_12_S473_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41L_Day3_12_S473_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_12
41L_Day3_13_S386_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,19.0,0.0,10.0,4.0,8.0,./DRAMv/41L_Day3_13_S386_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_13
41L_Day3_13_S386_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,15.0,2.0,11.0,2.0,4.0,./DRAMv/41L_Day3_13_S386_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_13
41L_Day3_14_S394_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/41L_Day3_14_S394_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_14
41L_Day3_14_S394_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,11.0,4.0,9.0,./DRAMv/41L_Day3_14_S394_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_14
41L_Day3_15_S402_L002,1__0_partial_1-cat_1,1,False,False,47,8,0,False,0.06382978723404255,11.0,17.0,2.0,14.0,1.0,2.0,./DRAMv/41L_Day3_15_S402_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_15
41L_Day3_15_S402_L002,2__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41L_Day3_15_S402_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_15
41L_Day3_15_S402_L002,3__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/41L_Day3_15_S402_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_15
41L_Day3_16_S410_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,9.0,10.0,10.0,5.0,./DRAMv/41L_Day3_16_S410_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_16
41L_Day3_16_S410_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,11.0,9.0,1.0,./DRAMv/41L_Day3_16_S410_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_16
41L_Day3_17_S418_L002,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,2.0,10.0,2.0,5.0,./DRAMv/41L_Day3_17_S418_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_17
41L_Day3_17_S418_L002,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,3.0,12.0,1.0,1.0,./DRAMv/41L_Day3_17_S418_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_17
41L_Day3_17_S418_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41L_Day3_17_S418_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_17
41L_Day3_18_S426_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/41L_Day3_18_S426_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_18
41L_Day3_18_S426_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,11.0,1.0,9.0,./DRAMv/41L_Day3_18_S426_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_18
41L_Day3_19_S434_L002,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/41L_Day3_19_S434_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_19
41L_Day3_19_S434_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/41L_Day3_19_S434_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_19
41L_Day3_19_S434_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,1.0,2.0,./DRAMv/41L_Day3_19_S434_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_19
41L_Day3_1_S385_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/41L_Day3_1_S385_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_1
41L_Day3_1_S385_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,11.0,5.0,9.0,./DRAMv/41L_Day3_1_S385_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_1
41L_Day3_20_S442_L002,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/41L_Day3_20_S442_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_20
41L_Day3_20_S442_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/41L_Day3_20_S442_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_20
41L_Day3_20_S442_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,3.0,9.0,./DRAMv/41L_Day3_20_S442_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_20
41L_Day3_21_S450_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/41L_Day3_21_S450_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_21
41L_Day3_21_S450_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,18.0,2.0,11.0,1.0,2.0,./DRAMv/41L_Day3_21_S450_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_21
41L_Day3_22_S458_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/41L_Day3_22_S458_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_22
41L_Day3_22_S458_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,18.0,2.0,11.0,2.0,1.0,./DRAMv/41L_Day3_22_S458_L002/dramv-distill/vMAG_stats.tsv,41L_Day3_22
