	index	PERMANOVA_PseudoF	p_value	unifrac_type	num_samples	num_sequences
1347	ynjD	3.6478901192465343	0.001	unweighted	1176	1176
1348	rsxC	4.545327982957823	0.001	unweighted	1159	1159
1349	purC	2.9508279616232587	0.011	unweighted	1160	1160
1350	nrfB	2.687241837041213	0.022	unweighted	1166	1166
1351	ybhI	4.065765899335428	0.001	unweighted	1172	1172
1352	fimC_4	4.312681481208372	0.001	unweighted	1202	1202
1353	entH	3.8614914212263733	0.002	unweighted	1162	1162
1354	rpmA	2.7514891882848453	0.024	unweighted	1178	1178
1355	yojI	3.473467354545795	0.005	unweighted	1161	1161
1356	fadH_2	6.731928125967953	0.001	unweighted	1201	1201
1357	agaR_1	3.121393097416338	0.001	unweighted	1193	1193
1358	hspQ	3.7549198867531084	0.001	unweighted	1182	1182
1359	hemG	3.0812213223034557	0.009	unweighted	1175	1175
1360	nadE	3.0920943413900783	0.007	unweighted	1165	1165
1361	epsH	2.7983610947631528	0.024	unweighted	1173	1173
1362	phnO	3.207520429469599	0.008	unweighted	1171	1171
1363	leuD	3.546610996318126	0.001	unweighted	1167	1167
1364	yahA_2	5.393874277455899	0.001	unweighted	1201	1201
1365	queC	4.208466773829388	0.001	unweighted	1172	1172
1366	murF	2.863576162316228	0.011	unweighted	1159	1159
1367	gltA	3.9775287587750383	0.001	unweighted	1175	1175
1368	spoT	2.8388839977396936	0.008	unweighted	1168	1168
1369	lpoB	4.185517771068283	0.003	unweighted	1172	1172
1370	frdA	3.34273157734431	0.007	unweighted	1166	1166
1371	ykgG	3.893815154742401	0.001	unweighted	1181	1181
1372	arnC_2	4.164392573285061	0.001	unweighted	1211	1211
1373	coaA_1	9.025382462329864	0.001	unweighted	1206	1206
1374	iucA	2.2049514470277045	0.033	unweighted	1027	1027
1375	ydeP	4.907232104382348	0.001	unweighted	1163	1163
1376	yqjC	2.941742538918261	0.008	unweighted	1162	1162
1377	eptB	2.951247290836027	0.013	unweighted	1163	1163
1378	yebZ	3.632043428012679	0.004	unweighted	1156	1156
1379	clpS	3.8333349543121504	0.007	unweighted	1147	1147
1380	betA	3.197200288754606	0.01	unweighted	1150	1150
1381	pflB_1	4.1937068883619775	0.001	unweighted	1206	1206
1382	yfbM	3.162004941431133	0.006	unweighted	1168	1168
1383	kbaZ_1	4.614628939203166	0.001	unweighted	1210	1210
1384	gltL	2.984161599339482	0.007	unweighted	1155	1155
1385	nanM_2	6.659712149909203	0.001	unweighted	1200	1200
1386	sgcA_1	4.052816562239084	0.002	unweighted	1203	1203
1387	atoA	3.638466138432656	0.002	unweighted	1160	1160
1388	wzxC	2.0607220485814985	0.057	unweighted	1159	1159
1389	mdh	3.085362422988779	0.008	unweighted	1169	1169
1390	acrZ	3.6777548553505643	0.005	unweighted	1185	1185
1391	bfr	3.6647612926414967	0.001	unweighted	1167	1167
1392	ybaM	4.088306571290393	0.002	unweighted	1173	1173
1393	baeS	2.616791076504818	0.024	unweighted	1157	1157
1394	chaA	5.197572397024415	0.001	unweighted	1167	1167
1395	purN	2.9382356245233474	0.01	unweighted	1180	1180
1396	ybhD	3.7372954693082843	0.002	unweighted	1165	1165
1397	zupT	2.6696980178639897	0.025	unweighted	1166	1166
1398	nikA	3.1280701095591916	0.007	unweighted	1175	1175
1399	fldA	3.3125499498124302	0.008	unweighted	1166	1166
1400	nanR_2	3.9826907900474566	0.002	unweighted	1199	1199
1401	hflC_2	7.630775973837848	0.001	unweighted	1209	1209
1402	dsdX	3.850262354416374	0.001	unweighted	1168	1168
1403	znuB_1	4.8587940097827	0.001	unweighted	1213	1213
1404	pldA	3.2490671707358505	0.004	unweighted	1160	1160
1405	rpmF	4.152433489587979	0.002	unweighted	1173	1173
1406	fimC_3	6.19490107745749	0.001	unweighted	1204	1204
1407	trg	4.670521605358669	0.002	unweighted	1137	1137
1408	ybhN	3.506149837996119	0.005	unweighted	1155	1155
1409	purD	3.1522427630077745	0.004	unweighted	1178	1178
1410	nrfE	3.675644710576291	0.003	unweighted	1166	1166
1411	ynjC	3.762844978003203	0.004	unweighted	1171	1171
1412	rsxD	4.187592261092068	0.002	unweighted	1165	1165
1413	murA	2.6647473571300933	0.015	unweighted	1163	1163
1414	queD	4.69219357644542	0.001	unweighted	1182	1182
1415	leuC	3.840716556691194	0.003	unweighted	1160	1160
1416	phnH	2.9290753741675126	0.015	unweighted	1183	1183
1417	ypjD	4.841843364118942	0.002	unweighted	1168	1168
1418	ycjY_2	4.696772288099523	0.001	unweighted	1204	1204
1419	nadB	2.7566393757613805	0.014	unweighted	1165	1165
1420	rspA_2	6.786462428224956	0.001	unweighted	1204	1204
1421	yqjI	2.742335666285558	0.012	unweighted	1173	1173
1422	yigZ	2.7838331435106487	0.016	unweighted	1173	1173
1423	apbE	3.493027232029692	0.005	unweighted	1165	1165
1424	sxy	3.1743214318167463	0.009	unweighted	1180	1180
1425	hisQ	2.7155965812428646	0.02	unweighted	1160	1160
1426	yjgM	3.990784475406917	0.003	unweighted	1087	1087
1427	aqpZ	2.6855153676582098	0.02	unweighted	1127	1127
1428	malY_3	5.144091597715293	0.001	unweighted	1199	1199
1429	hslJ	4.092564995642822	0.002	unweighted	1126	1126
1430	pepT	3.7048579798912953	0.005	unweighted	1170	1170
1431	nupG	3.6253727381204524	0.005	unweighted	1174	1174
1432	caiB	3.1443247859536902	0.012	unweighted	1162	1162
1433	ygbJ	4.206972141237591	0.001	unweighted	1159	1159
1434	tabA_3	6.424496951051719	0.001	unweighted	1205	1205
1435	rsmE	4.130211881798642	0.001	unweighted	1172	1172
1436	hycG	4.0638110538861065	0.003	unweighted	1164	1164
1437	acrD	3.0936277850291205	0.005	unweighted	1137	1137
1438	yafC	2.8223908056964646	0.012	unweighted	1158	1158
1439	intS_1	6.876900050983618	0.001	unweighted	1208	1208
1440	allB	3.6349370136487273	0.006	unweighted	1163	1163
1441	sbcC	3.2713621684393117	0.004	unweighted	1147	1147
1442	pykF	4.20390448831805	0.002	unweighted	1174	1174
1443	citG	3.8968847825169743	0.001	unweighted	1168	1168
1444	mglC	2.8866253430549134	0.015	unweighted	1158	1158
1445	ftnA	3.8604495979836666	0.007	unweighted	1174	1174
1446	holC	4.164839078691412	0.004	unweighted	1096	1096
1447	dinB	3.366417111455298	0.006	unweighted	1157	1157
1448	purP	3.1889453984975065	0.003	unweighted	1174	1174
1449	cspG	3.062867658946627	0.01	unweighted	1165	1165
1450	ybaS	3.5293513850695106	0.002	unweighted	1164	1164
1451	ddlB	3.475648340178418	0.004	unweighted	1169	1169
1452	cho	3.2843176596502195	0.01	unweighted	1168	1168
1453	uspG	3.9222550083556302	0.003	unweighted	1167	1167
1454	kdsC	2.1949234979971877	0.048	unweighted	1161	1161
1455	yhiM	2.996757455300058	0.012	unweighted	1185	1185
1456	ubiA	3.972366161041158	0.001	unweighted	1158	1158
1457	pinQ	3.7787888613874756	0.002	unweighted	1035	1035
1458	mnmC	2.9921437541797813	0.013	unweighted	1159	1159
1459	cbtA_3	6.966891158463185	0.001	unweighted	1177	1177
1460	gcvH	4.340535289736374	0.004	unweighted	1168	1168
1461	yrdD	3.824564899624119	0.004	unweighted	1178	1178
1462	ygeY	3.7711009837371816	0.004	unweighted	1178	1178
1463	appC	2.891794064069756	0.017	unweighted	1171	1171
1464	yfbS	3.0175511486863105	0.008	unweighted	1156	1156
1465	rbsD	2.6400166782001073	0.024	unweighted	1184	1184
1466	ycjZ_1	4.759969067188412	0.001	unweighted	1207	1207
1467	rspB_1	7.716668136430529	0.001	unweighted	1209	1209
1468	kbaY_2	3.7882300625624534	0.001	unweighted	1206	1206
1469	pck	3.673402559829787	0.004	unweighted	1166	1166
1470	ghrB_1	4.195593390259826	0.001	unweighted	1211	1211
1471	ecfA1	3.7532525729495987	0.004	unweighted	1171	1171
1472	ydbC	4.593940040090375	0.001	unweighted	1101	1101
1473	cobB	3.8102538254970906	0.001	unweighted	1168	1168
1474	apxIB	4.004859924503414	0.004	unweighted	1167	1167
1475	aslB	3.06487855859853	0.016	unweighted	1170	1170
1476	rcsC	2.7152242882435034	0.015	unweighted	1147	1147
1477	gltX	2.8604863051423264	0.01	unweighted	1153	1153
1478	epd	3.8911246683784335	0.001	unweighted	1179	1179
1479	gyrB	3.832962354192523	0.001	unweighted	1173	1173
1480	rlmE	2.6936282361490904	0.019	unweighted	1177	1177
1481	pflA	3.2857932994258157	0.007	unweighted	1156	1156
1482	dctD	3.4432529816778032	0.007	unweighted	1164	1164
1483	lpd_2	5.853228973982661	0.001	unweighted	1213	1213
1484	pncB	3.516744490596501	0.002	unweighted	1163	1163
1485	ycfS	3.795465439352362	0.002	unweighted	1173	1173
1486	ybhP	3.3739866818534545	0.007	unweighted	1143	1143
1487	asd	2.9606674230114134	0.01	unweighted	1158	1158
1488	gatB_2	3.803099471279277	0.003	unweighted	1204	1204
1489	acpP_3	6.361134882481911	0.001	unweighted	1209	1209
1490	ndk	2.627840251843297	0.02	unweighted	1161	1161
1491	relE	0.9017342050356421	0.484	unweighted	1138	1138
1492	dinI_1	4.268070814584078	0.001	unweighted	1203	1203
1493	ybaY	3.998471451801498	0.001	unweighted	1177	1177
1494	ybbO	4.314047452839727	0.002	unweighted	1177	1177
1495	frwB_2	8.368517695077973	0.001	unweighted	1205	1205
1496	alsB	3.6106641187887405	0.002	unweighted	1172	1172
1497	mdfA	3.3575515762417454	0.008	unweighted	1138	1138
1498	ycbB	3.1679697569798684	0.005	unweighted	1159	1159
1499	mdoH	4.131500922315792	0.001	unweighted	1159	1159
1500	rffM	3.5413330194975186	0.005	unweighted	1185	1185
1501	pliG	4.829474899668358	0.002	unweighted	1167	1167
1502	tatC	3.521081249606469	0.006	unweighted	1175	1175
1503	eutM	2.6087339516264407	0.021	unweighted	1184	1184
1504	flgI	4.2982316961631755	0.001	unweighted	1165	1165
1505	gspC	3.4531143807174165	0.005	unweighted	1185	1185
1506	fliG	3.7820537845392947	0.001	unweighted	1169	1169
1507	fixX	3.232269431750108	0.007	unweighted	1169	1169
1508	fhuC_1	2.716127336436433	0.003	unweighted	1211	1211
1509	yjcB	3.337731817908527	0.004	unweighted	1176	1176
1510	ulaC	2.5546541805012666	0.025	unweighted	1165	1165
1511	insN-1_1	3.2465231517212962	0.003	unweighted	1124	1124
1512	malE	2.6474019785194587	0.015	unweighted	1166	1166
1513	yjjK	2.6705576983519554	0.014	unweighted	1159	1159
1514	bglB	2.774172433335408	0.01	unweighted	1190	1190
1515	dam	3.2697850110620563	0.007	unweighted	1164	1164
1516	aroH_2	4.115127495915627	0.002	unweighted	1199	1199
1517	yeeT_1	3.660770576798705	0.002	unweighted	1205	1205
1518	insI-2_2	9.583683595835247	0.001	unweighted	1117	1117
1519	ydfJ_2	4.874238669948511	0.001	unweighted	1205	1205
1520	sgcR	4.64308734478583	0.002	unweighted	1169	1169
1521	srlA	4.485522639056686	0.002	unweighted	1179	1179
1522	yqiA	2.5827429849824544	0.026	unweighted	1160	1160
1523	yffB	3.400706770191822	0.004	unweighted	1167	1167
1524	yjcH	2.91069566346804	0.009	unweighted	1161	1161
1525	rnc	2.924115399448548	0.014	unweighted	1156	1156
1526	yghA	2.6457513325547426	0.016	unweighted	1171	1171
1527	secB	3.222547301684392	0.006	unweighted	1158	1158
1528	yfaE	2.8995234673993964	0.01	unweighted	1171	1171
1529	narU	2.50565225876559	0.027	unweighted	1163	1163
1530	fimG_1	3.8414189618754024	0.001	unweighted	1202	1202
1531	ygaH	4.919193324018047	0.001	unweighted	1172	1172
1532	yfhL	2.8521702716092965	0.021	unweighted	1157	1157
1533	glpC	3.587916495501624	0.004	unweighted	1162	1162
1534	yhdU	2.184189298109482	0.062	unweighted	1170	1170
1535	sgcX	4.089889200412676	0.002	unweighted	1165	1165
1536	astE	3.2959530746223598	0.01	unweighted	1169	1169
1537	rluB	5.037401004336964	0.001	unweighted	1170	1170
1538	rclC	3.3664041570518886	0.004	unweighted	1176	1176
1539	dapE	2.874542379310176	0.01	unweighted	1153	1153
1540	apaG	2.7881797368164802	0.026	unweighted	1170	1170
1541	yeaR	3.253502379522247	0.006	unweighted	1171	1171
1542	guaA	2.4387506447156966	0.029	unweighted	1165	1165
1543	yidX	3.7428785073293738	0.005	unweighted	1187	1187
1544	yqiK	2.1690389746354652	0.046	unweighted	1165	1165
1545	ydhV	4.124429411619985	0.001	unweighted	1172	1172
1546	elbB	2.524780434810257	0.025	unweighted	1173	1173
1547	iscS	2.636550392569406	0.027	unweighted	1149	1149
1548	amtB	4.112194191070862	0.002	unweighted	1166	1166
1549	yniA	3.616799851925795	0.004	unweighted	1179	1179
1550	yceO	4.015612243924041	0.001	unweighted	1176	1176
1551	mdoB	2.936184231259899	0.009	unweighted	1159	1159
1552	eutG	3.1432922598421773	0.006	unweighted	1176	1176
1553	flgC	4.575129592924438	0.001	unweighted	1166	1166
1554	cptA	3.9863664925849553	0.002	unweighted	1175	1175
1555	ebgR	2.2372375869811845	0.04	unweighted	1180	1180
1556	rffG	2.9910392611657683	0.01	unweighted	1166	1166
1557	fabD	4.105980649260667	0.003	unweighted	1164	1164
1558	yiaN_1	3.920616127749733	0.001	unweighted	1209	1209
1559	gspI	3.9532097023031603	0.002	unweighted	1179	1179
1560	fliM	3.570896421634006	0.004	unweighted	1159	1159
1561	dltA_2	4.785727743678015	0.001	unweighted	1207	1207
1562	yjjU	3.510832062878465	0.008	unweighted	1175	1175
1563	ybjS_1	4.403000537471431	0.001	unweighted	1209	1209
1564	aroG	4.035721659576735	0.003	unweighted	1158	1158
1565	nlpA	2.659322421603188	0.02	unweighted	1174	1174
1566	yghU	2.426505406392214	0.036	unweighted	1163	1163
1567	ppiD	3.7215868350080443	0.004	unweighted	1154	1154
1568	yidL	2.8033146940890177	0.016	unweighted	1183	1183
1569	hmp	2.8204759807903645	0.012	unweighted	1148	1148
1570	nuoM	2.6003391064957913	0.024	unweighted	1151	1151
1571	kdpA	3.251083313899603	0.005	unweighted	1166	1166
1572	trmA	2.7285356980762296	0.017	unweighted	1171	1171
1573	fimD_2	3.925709250243163	0.001	unweighted	1205	1205
1574	atpA	3.0941523676138996	0.007	unweighted	1174	1174
1575	fimZ_5	3.260886035975097	0.001	unweighted	1202	1202
1576	insCD-1_1	4.657837024949256	0.001	unweighted	1202	1202
1577	sufA	3.867830281719415	0.003	unweighted	1182	1182
1578	cheZ	3.464103535396097	0.006	unweighted	1167	1167
1579	symE	3.3306027996841827	0.008	unweighted	1176	1176
1580	fliY	3.9138451823314755	0.002	unweighted	1158	1158
1581	eutS	2.8835358401470463	0.015	unweighted	1173	1173
1582	mdtM	3.0462721161787685	0.012	unweighted	1168	1168
1583	ecnB	3.1194535982618095	0.006	unweighted	1165	1165
1584	ycbV	3.304324563692896	0.007	unweighted	1181	1181
1585	rimJ	4.606552895473035	0.001	unweighted	1172	1172
1586	hofB	4.36109931631166	0.001	unweighted	1155	1155
1587	yliE	4.054162803389412	0.002	unweighted	1132	1132
1588	fliS	3.8554241204950728	0.003	unweighted	1166	1166
1589	fumD	4.459241905226714	0.001	unweighted	1181	1181
1590	gspJ_2	3.186089536931494	0.003	unweighted	1206	1206
1591	metJ	2.5727382927920224	0.022	unweighted	1171	1171
1592	mdtG	4.231035882181636	0.002	unweighted	1175	1175
1593	araC	2.7684687230037945	0.016	unweighted	1153	1153
1594	ygaV	4.679697705347611	0.001	unweighted	1166	1166
1595	yfhR	2.624422220166149	0.027	unweighted	1157	1157
1596	ydfI_1	2.848922038582767	0.004	unweighted	1204	1204
1597	yeeW_2	3.8080216965991753	0.001	unweighted	1206	1206
1598	narK	5.698536064626489	0.001	unweighted	1162	1162
1599	ygfQ	3.6007434140468955	0.006	unweighted	1166	1166
1600	bglG_1	3.3470735048852287	0.002	unweighted	1206	1206
1601	malQ	2.7912283360723085	0.012	unweighted	1170	1170
1602	thiK	3.5694935876261975	0.005	unweighted	1173	1173
1603	speF	3.3071528890619613	0.003	unweighted	1172	1172
1604	ccmC	3.3164942144856626	0.01	unweighted	1175	1175
1605	cidA_1	3.0839680271374923	0.002	unweighted	1201	1201
1606	nuoG	3.131786207132608	0.004	unweighted	1150	1150
1607	yhjE	2.295649837617832	0.039	unweighted	1155	1155
1608	yidF	2.833457383240219	0.018	unweighted	1175	1175
1609	cirA_1	2.967634592313571	0.001	unweighted	1210	1210
1610	mprA_2	3.4260452764186855	0.001	unweighted	1212	1212
1611	ypdA_1	3.342877096716706	0.008	unweighted	1205	1205
1612	marR	4.771954833316785	0.002	unweighted	1171	1171
1613	rarD	2.8033654263036976	0.019	unweighted	1175	1175
1614	yecS	3.9644842654029224	0.001	unweighted	1153	1153
1615	livM	3.6267086910721114	0.004	unweighted	1163	1163
1616	rcnB	3.0344161335909017	0.01	unweighted	1181	1181
1617	kpsD	3.1042144139040064	0.01	unweighted	1156	1156
1618	yihW	2.5993528435475124	0.025	unweighted	1177	1177
1619	modE_2	6.046365498995868	0.001	unweighted	1204	1204
1620	gabP	4.0565127040551054	0.002	unweighted	1170	1170
1621	yhfT	2.404017731819639	0.037	unweighted	1170	1170
1622	kdsD_1	3.278315224236941	0.001	unweighted	1210	1210
1623	yfcD	2.7716777289057615	0.021	unweighted	1159	1159
1624	yfdC	2.8911406684934113	0.012	unweighted	1152	1152
1625	csdE	3.524966523235519	0.005	unweighted	1175	1175
1626	tyrR	4.542721762527071	0.001	unweighted	1151	1151
1627	rhtC	3.38916140165414	0.006	unweighted	1166	1166
1628	yaiZ	3.5314672129767883	0.003	unweighted	1175	1175
1629	xdhB	3.200377350725516	0.003	unweighted	1169	1169
1630	hypB	4.735766037171048	0.002	unweighted	1166	1166
1631	sorF	2.8614322848999216	0.012	unweighted	1168	1168
1632	wcaA	2.5593183003025017	0.025	unweighted	1163	1163
1633	mioC	3.0845825932458593	0.008	unweighted	1192	1192
1634	ybgC	2.7963482058962876	0.016	unweighted	1177	1177
1635	chiA	3.5523021304889086	0.003	unweighted	1161	1161
1636	yedW_8	6.9769837644290975	0.001	unweighted	1210	1210
1637	rplE	3.2735299625074235	0.003	unweighted	1175	1175
1638	lysP	3.405474515889638	0.004	unweighted	1164	1164
1639	citT_2	5.040090967975001	0.001	unweighted	1205	1205
1640	waaQ	2.7575340573428053	0.02	unweighted	1167	1167
1641	ecpA	3.624631054972499	0.005	unweighted	1166	1166
1642	scpA	3.2448354508176926	0.006	unweighted	1167	1167
1643	ybgI	3.8814718491490656	0.004	unweighted	1169	1169
1644	yedW_2	4.4600666586190245	0.001	unweighted	1212	1212
1645	rplO	3.675262414476386	0.005	unweighted	1162	1162
1646	ynbC	5.472320593849668	0.001	unweighted	1119	1119
1647	cnu	4.064950166125426	0.002	unweighted	1170	1170
1648	wcaK	1.9400126202429415	0.082	unweighted	1159	1159
1649	ompF	3.1317648340109105	0.006	unweighted	1174	1174
1650	galT	3.5995820034305783	0.006	unweighted	1172	1172
1651	ydcT	4.747413687532534	0.001	unweighted	1163	1163
1652	yiaX1	2.8664265554542174	0.014	unweighted	1174	1174
1653	phoA	3.180555213851559	0.009	unweighted	1163	1163
1654	spy	3.5006468275865417	0.004	unweighted	1172	1172
1655	livG	3.1704069562913992	0.006	unweighted	1166	1166
1656	kdgK	3.2332432954148236	0.005	unweighted	1165	1165
1657	clcB	3.675602397119897	0.003	unweighted	1169	1169
1658	prlF	2.0343451754768327	0.057	unweighted	1139	1139
1659	crfC_2	7.989238381488863	0.001	unweighted	1116	1116
1660	pdxY	4.426474406456536	0.004	unweighted	1169	1169
1661	dcuS	3.1327395409700767	0.007	unweighted	1182	1182
1662	sucB_2	4.364322913978369	0.001	unweighted	1211	1211
1663	aldB	2.7338707470758563	0.013	unweighted	1160	1160
1664	dsbB	4.288778190902405	0.003	unweighted	1161	1161
1665	cpxP	2.4674305726212147	0.032	unweighted	1173	1173
1666	otsB	3.6122032240364432	0.002	unweighted	1163	1163
1667	codB_1	4.634136964742524	0.001	unweighted	1206	1206
1668	folB	2.6903320008359546	0.021	unweighted	1176	1176
1669	polB	3.11050983240285	0.008	unweighted	1165	1165
1670	ybiS	3.8950634063847605	0.003	unweighted	1141	1141
1671	phoU	2.8539154497512835	0.01	unweighted	1184	1184
1672	yddG	2.699501263702487	0.027	unweighted	1170	1170
1673	yihI	3.7780569812833216	0.003	unweighted	1174	1174
1674	sucA_1	4.769675680783001	0.001	unweighted	1210	1210
1675	ydjI	3.642096877285276	0.002	unweighted	1165	1165
1676	syd	3.820966147460432	0.002	unweighted	1188	1188
1677	yecM	3.50862850016079	0.004	unweighted	1173	1173
1678	yedJ	3.6615018452649366	0.005	unweighted	1173	1173
1679	tqsA	4.03721573817805	0.001	unweighted	1169	1169
1680	fabF_4	6.667214234754102	0.001	unweighted	1208	1208
1681	iadA	2.7613669823558684	0.02	unweighted	1180	1180
1682	pspC	5.2468994855967495	0.001	unweighted	1167	1167
1683	oppB	4.803228218916023	0.001	unweighted	1181	1181
1684	hepA	2.630429768567861	0.022	unweighted	1153	1153
1685	raiA	4.436821444491933	0.001	unweighted	1181	1181
1686	yjfP	2.958808295722198	0.009	unweighted	1165	1165
1687	asmA	3.530750522757463	0.002	unweighted	1156	1156
1688	hemN_1	6.064680570255547	0.001	unweighted	1205	1205
1689	uvrC	3.6195353606709513	0.004	unweighted	1163	1163
1690	ssuB	2.886700654454316	0.01	unweighted	1164	1164
1691	ygcW	4.665314487700336	0.001	unweighted	1165	1165
1692	arcB	2.789988104317771	0.012	unweighted	1151	1151
1693	prpD	2.918577757333369	0.008	unweighted	1156	1156
1694	nudE	3.0527537651703587	0.014	unweighted	1179	1179
1695	yddM	2.9893211403653086	0.011	unweighted	1177	1177
1696	fabG_3	5.025747683563427	0.001	unweighted	1211	1211
1697	setB	2.676570513698166	0.015	unweighted	1175	1175
1698	rutG	3.72686869386447	0.002	unweighted	1162	1162
1699	gabD	4.609212510559314	0.001	unweighted	1164	1164
1700	ushA_2	6.289301249012173	0.001	unweighted	1204	1204
1701	yiaJ	2.909064264347126	0.01	unweighted	1158	1158
1702	frwC	2.694346030691367	0.02	unweighted	1167	1167
1703	norW	4.702894914323049	0.001	unweighted	1170	1170
1704	sixA	3.1583374546267198	0.006	unweighted	1164	1164
1705	glgC	3.0045884877716964	0.008	unweighted	1173	1173
