	sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate	observed_features	bin_name	outliers
23B_Month3_4	12986.23B.Month3.4	1.0	23.0	Month3	10/17/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-4_Month3	49.5	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0		17	AZ20_main	no
23B_Month3_5	12986.23B.Month3.5	1.0	23.0	Month3	10/17/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-5_Month3	40.1	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
23B_Month3_6	12986.23B.Month3.6	1.0	23.0	Month3	10/17/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-6_Month3	50.8	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month3_7	12986.23B.Month3.7	1.0	23.0	Month3	10/17/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-7_Month3	58.6	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
23B_Month3_8	12986.23B.Month3.8	1.0	23.0	Month3	10/17/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-8_Month3	50.4	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
23B_Month3_9	12986.23B.Month3.9	1.0	23.0	Month3	10/17/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-9_Month3	49.3	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_1	12986.23B.Month6.1	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-1_Month6	48.9	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_10	12986.23B.Month6.10	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-10_Month6	31.3	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_11	12986.23B.Month6.11	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-11_Month6	25.9	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
23B_Month6_12	12986.23B.Month6.12	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-12_Month6	20.0	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
23B_Month6_13	12986.23B.Month6.13	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-13_Month6	30.7	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_14	12986.23B.Month6.14	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-14_Month6	49.3	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_15	12986.23B.Month6.15	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-15_Month6	41.0	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_16	12986.23B.Month6.16	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-16_Month6	30.4	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
23B_Month6_17	12986.23B.Month6.17	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-17_Month6	36.2	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_18	12986.23B.Month6.18	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-18_Month6	31.5	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
23B_Month6_19	12986.23B.Month6.19	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-19_Month6	40.0	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		26	middle	no
23B_Month6_2	12986.23B.Month6.2	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-2_Month6	33.8	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_20	12986.23B.Month6.20	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-20_Month6	24.5	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_21	12986.23B.Month6.21	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-21_Month6	33.8	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_22	12986.23B.Month6.22	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-22_Month6	17.3	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_23	12986.23B.Month6.23	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-23_Month6	27.8	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_24	12986.23B.Month6.24	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-24_Month6	25.1	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_3	12986.23B.Month6.3	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-3_Month6	46.6	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_4	12986.23B.Month6.4	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-4_Month6	41.1	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
23B_Month6_5	12986.23B.Month6.5	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-5_Month6	35.5	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_6	12986.23B.Month6.6	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-6_Month6	31.2	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
23B_Month6_7	12986.23B.Month6.7	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-7_Month6	25.7	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
23B_Month6_8	12986.23B.Month6.8	6.0	23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-8_Month6	36.1	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		20	AZ20_main	no
23B_Month6_9	12986.23B.Month6.9		23.0	Month6	1/16/18 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090.0	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23B-9_Month6		23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
23LL_Day3_1	12986.23LL.Day3.1		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_1		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	12	AZ20_main	no
23LL_Day3_10	12986.23LL.Day3.10		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_10		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	21	middle	no
23LL_Day3_11	12986.23LL.Day3.11		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_11		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	12	AZ20_main	no
23LL_Day3_12	12986.23LL.Day3.12		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_12		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	11	AZ20_main	no
23LL_Day3_13	12986.23LL.Day3.13		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_13		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	12	AZ20_main	no
23LL_Day3_14	12986.23LL.Day3.14		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_14		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	12	AZ20_main	no
23LL_Day3_15	12986.23LL.Day3.15		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_15		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	12	AZ20_main	no
23LL_Day3_16	12986.23LL.Day3.16		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_16		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	12	AZ20_main	no
23LL_Day3_17	12986.23LL.Day3.17		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_17		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	12	AZ20_main	no
23LL_Day3_18	12986.23LL.Day3.18		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_18		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	11	AZ20_main	no
23LL_Day3_19	12986.23LL.Day3.19		23.0	Day3	7/15/17 10:00	7/12/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090.0	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17	23LL	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	23LL_Day3_19		23LL	A1	A	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0	1.0	11	AZ20_main	no
